paper_index	authors	title
80080132	kareem a zaghloul + kwabena boahen	A silicon retina that reproduces signals in the optic nerve
5FD9468B	volkan cevher + marco f duarte + richard g baraniuk + aswin c sankaranarayanan + rama chellappa + d c reddy	Compressive Sensing for Background Subtraction
7ECCB86D	ben taskar + mingfai wong + daphne koller + pieter abbeel	Link Prediction in Relational Data
80AF50B3	ilya shmulevich + wei zhang	Binary analysis and optimization-based normalization of gene expression data
753D3437	alan l selman	Reductions on NP and P-selective sets
7B221FA6	andrew b schwartz + stephen i helms tillery + d m taylor	DIRECT CORTICAL CONTROL OF 3D NEUROPROSTHETIC DEVICES
767D0C0E	scott rickard + ozgur yilmaz	Blind separation of speech mixtures via time-frequency masking
7F57976F	michael j jones + paul viola	Robust Real-Time Face Detection
61E955BE	thomas s richardson	A discovery algorithm for directed cyclic graphs
79143C31	karl m dallenbach + john g jenkins	Obliviscence during Sleep and Waking
816E50A9	anand rangarajan + haili chui	A new point matching algorithm for non-rigid registration
7CA624A8	roger w brockett + nanayaa twumdanso	Trajectory estimation from place cell data
7881D3D9	andreas krause + carlos guestrin	Nonmyopic active learning of Gaussian processes: an exploration-exploitation approach
7D834F7A	shlomo zilberstein + eric a hansen	LAO: a heuristic search algorithm that finds solutions with loops
7CFA18E3	christopher d manning + trond grenager + jenny rose finkel	Incorporating non-local information into information extraction systems by Gibbs sampling
816C3B87	jochen kumm + adam p arkin + patrick flaherty + michael i jordan + guri giaever	A latent variable model for chemogenomic profiling
810B592D	carlos guestrin + mark a paskin + romain thibaux + peter bodik + samuel madden	Distributed regression: an efficient framework for modeling sensor network data
7DE3F24E	duncan j watts + steven h strogatz	Collective dynamics of 'small-world' networks
5B8109FE	roger levy	Probabilistic models of word order and syntactic discontinuity
7C4F7DAE	michael l reed + michael w von grunau + s b wiggin	The local character of perspective organization
7810FBDF	changjin kim	Dynamic linear models with Markov-switching
5B3D7F90	volker tresp + kai yu	An Introduction to Nonparametric Hierarchical Bayesian Modelling with a Focus on Multi-agent Learning
7AC4FE2E	mihir arjunwadkar + christopher r genovese + lawrence h wasserman + robert c nichol + christopher j miller	Nonparametric Inference for the Cosmic Microwave Background
7D70A315	carl edward rasmussen + roderick murraysmith + joaquin quinonerocandela + antoine girard	Gaussian Process Priors with Uncertain Inputs Application to Multiple-Step Ahead Time Series Forecasting
7589C56D	philipp hafliger	Adaptive WTA With an Analog VLSI Neuromorphic Learning Chip
79F36718	eric walter + luc pronzato	Robust experiment design via maximin optimization
772B97E5	asa benhur + andre elisseeff + isabelle guyon	A stability based method for discovering structure in clustered data.
78DCA13F	alex fabrikant + elitza maneva + christos h papadimitriou + ankur luthra + scott shenker	On a network creation game
7EE5F3EB	katherine a heller + zoubin ghahramani	Bayesian hierarchical clustering
0138F8DF	j andrew bagnell + jeff schneider + andrew y ng	Solving Uncertain Markov Decision Processes
5B0C1DF2	hiraku nishimori	Statistical Physics of Spin Glasses and Information Processing
7D0107CE	adam berenzweig + brian whitman + steve lawrence + daniel p w ellis	The Quest for Ground Truth in Musical Artist Similarity
80A41FCF	kamal sen + frederic e theunissen + allison j doupe	Spectral-Temporal Receptive Fields of Nonlinear Auditory Neurons Obtained Using Natural Sounds
77738ACC	david r brillinger	The Identification of Point Process Systems
7C494336	a martin + mika nystrom	Asynchronous Techniques for System-on-Chip Design
809D471A	koby crammer + yoram singer	On the algorithmic implementation of multiclass kernel-based vector machines
7FE1A45C	yoshua bengio + yves grandvalet	Semi-supervised Learning by Entropy Minimization
7D73A21F	varun n pandey + satish tadepalli + chris baileykellogg + v p + naren ramakrishnan	Gaussian Processes for Active Data Mining of Spatial Aggregates
8087CF0C	giacomo indiveri	Neuromorphic Bistable VLSI Synapses with Spike-Timing-Dependent Plasticity
0A6236C1	christian j pike + joseph turian + i dan melamed + benjamin wellington	Scalable Purely-Discriminative Training for Word and Tree Transducers
7E09155A	peter dayan + sham m kakade	Dopamine: generalization and bonuses
7D8551F1	yaron rotman + israel nelken + omer baryosef	Responses of Neurons in Cat Primary Auditory Cortex to Bird Chirps: Effects of Temporal and Spectral Context
81186BCA	jeanjacques e slotine + wei wang	On partial contraction analysis for coupled nonlinear oscillators
7E746600	joachim m buhmann + marcus held	Model Selection in Clustering by Uniform Convergence Bounds
5F4058AC	bernhard hengst	Discovering Hierarchy in Reinforcement Learning with HEXQ
78EBA4BE	jamie callan + kevyn collinsthompson	Query expansion using random walk models
7F899B55	hideki isozaki + erik mcdermott + jun suzuki	Training conditional random fields with multivariate evaluation measures
122BCFE2	arthur gelb	Applied optimal estimation
7AFC3242	abba m krieger + paul e green	A cautionary note on using internal cross validation to select the number of clusters
7A906A39	theo geisel + dirk brockmann + linda a hufnagel	The scaling laws of human travel
5D5AD877	koby crammer	Online tracking of linear subspaces
7F210653	john shawetaylor + robert c williamson + alexander j smola + john c platt + bernhard scholkopf	Estimating the Support of a High-Dimensional Distribution
7ACE6535	max welling	Product of experts
78A8A6D3	stephen boyd + lieven vandenberghe + shaopo wu	Determinant Maximization with Linear Matrix Inequality Constraints
83DE4FEE	s w kuffler	DISCHARGE PATTERNS AND FUNCTIONAL ORGANIZATION OF MAMMALIAN RETINA
821BE300	yariv ephraim	A Bayesian Estimation Approach for Speech Enhancement Using Hidden
7BBB7BCE	m limon + g s tucker + e l wright + r s hill + j l weiland + n odegard + michael r greason + s s meyer + edward j wollack + g hinshaw + c l bennett + a kogut + mark halpern + h v peirs + m r nolta + cris w barnes + e komatsu + l page + licia verde + n jarosik + david n spergel	First year Wilkinson Microwave Anisotropy Probe (WMAP) observations: Preliminary maps and basic results
7B73356F	bard ermentrout	Type i membranes, phase resetting curves, and synchrony
7EE41613	robert j ragno + quoc v le + christopher j burges	Learning to Rank with Nonsmooth Cost Functions
7EAD785F	mark steyvers + joshua b tenenbaum	The Large-Scale Structure of Semantic Networks: Statistical Analyses and a Model of Semantic Growth.
81398230	thomas hofmann + bernhard scholkopf + alexander j smola	Kernel methods in machine learning
8060AD2D	tsuhan chen + cha zhang	An active learning framework for content-based information retrieval
5DFB8084	don hush + ingo steinwart + clint scovel	Function classes that approximate the bayes risk
80A1F9A3	john m beggs + dietmar plenz	Neuronal Avalanches Are Diverse and Precise Activity Patterns That Are Stable for Many Hours in Cortical Slice Cultures
7848159F	john nash	The Bargaining Problem
5E8C2E6E	ming yuan	Nonnegative Garrote Component Selection in Functional ANOVA models
802620B2	rong jin + hamed valizadegan	Generalized Maximum Margin Clustering and Unsupervised Kernel Learning
05EC4D0D	martin l puterman	Markov Decision Processes: Discrete Dynamic Programming
80621734	gabriel curio + klausrobert muller + benjamin blankertz + thilo hinterberger + jonathan r wolpaw + alois schlogl + michael schroder + niels birbaumer + gert pfurtscheller + christa neuper + gerwin schalk + theresa m vaughan	The BCI competition 2003: progress and perspectives in detection and discrimination of EEG single trials
7D215D1F	ankur agarwal + bill triggs	Monocular Human Motion Capture with a Mixture of Regressors
7E3E7B74	andrew mclennan + richard d mckelvey + theodore l turocy	Gambit: Software Tools for Game Theory
060108DD	martin j wainwright + tommi s jaakkola + alan s willsky	MAP estimation via agreement on (hyper)trees: Message-passing and linear programming approaches
7E9F4505	xuanlong nguyen + martin j wainwright + michael i jordan	Nonparametric decentralized detection using kernel methods
7A6C14E8	stephen handel	Listening : an introduction to the perception of auditory events
80D781C0	p a fillmore + j p williams	Some convexity theorems for matrices
7CF119A0	adam berger + vincent j della pietra + stephen a della pietra	A maximum entropy approach to natural language processing
774DD32E	ben willmore + d j tolhurst + paul watters	A comparison of natural-image-based models of simple-cell coding
7A8BCFAC	kenji doya + kazuyuki samejima	Multiple Representations of Belief States and Action Values in Corticobasal Ganglia Loops
8020B80E	olivier bousquet + stephane boucheron + g bor lugosi	THEORY OF CLASSIFICATION: A SURVEY OF RECENT ADVANCES
7CE07E78	simon b laughlin + mandyam v srinivasan + andreas dubs	Predictive Coding: A Fresh View of Inhibition in the Retina
08903C93	colin mcdiarmid	On the method of bounded differences
7FF6691C	gideon schwarz	Estimating the dimension of a model
01745BA8	luc de raedt + jan ramon	Multi Instance Neural Networks
7FA86EC1	amy greenwald + casey marks + geoffrey j gordon	No-regret learning in convex games
7FBC1960	marten ferno + sujatha panavally + markus ringner + paul s meltzer + ake borg + sofia gruvberger + carsten peterson + lao h saal + yidong chen	Estrogen Receptor Status in Breast Cancer Is Associated with Remarkably Distinct Gene Expression Patterns
59E9CD39	andrew mccallum + xiaoyang sean wang + a corradaemmanual	The author-recipient-topic model for topic and role discovery in social networks
7C6EDBB7	choongkil lee + william h rohrer + david l sparks	Population coding of saccadic eye movements by neurons in the superior colliculus
804ACF9F	chansu lee + ahmed elgammal	Inferring 3D body pose from silhouettes using activity manifold learning
7CF14225	emmanuel j candes + mark rudelson + roman vershynin + terence tao	Error correction via linear programming
763B4319	charles nicholas + patrick cahan + ian soboroff	Ranking retrieval systems without relevance judgments
7DB9F8AA	alex conconi + nicolo cesabianchi + claudio gentile	On the generalization ability of on-line learning algorithms
7CC618DE	romer rosales + glenn fung	Learning sparse metrics via linear programming
81328FFD	matthew o jackson	A Survey of Models of Network Formation: Stability and Efficiency
7182EFAE	mark ring + richard s sutton + b k tanner + eddie j rafols	Using Predictive Representations to Improve Generalization in Reinforcement Learning
7DAB866E	peter dayan + angela j yu	Expected and Unexpected Uncertainty: ACh and NE in the Neocortex
7DBDCE75	david lowe + thomas o binford	The Recovery of Three-Dimensional Structure from Image Curves
5A35B29A	junling hu + michael p wellman	Multiagent Reinforcement Learning: Theoretical Framework and an Algorithm
7501688B	e i knudsen	Auditory and visual maps of space in the optic tectum of the owl
74C6B073	dharmendra s modha + w scott spangler	Feature Weighting in k -Means Clustering
14DA77EC	thore graepel	Solving Noisy Linear Operator Equations by Gaussian Processes: Application to Ordinary and Partial Differential Equations
805BEE8B	nando de freitas + yang wang + maryam mahdaviani + dustin lang	Fast Krylov Methods for N-Body Learning
5F4CF864	stephane boucheron + g bor lugosi + peter l bartlett	Model Selection and Error Estimation
7614E9CD	anthony richardella + dmitry zelenko + chinatsu aone	Kernel methods for relation extraction
7DC0ADEE	christian lebiere + scott e fahlman	The cascade-correlation learning architecture
7DCDA966	olivier bousquet + t k + volker tresp + thomas g dietterich + leen	Algorithmic Stability and Generalization Performance
810A0A45	vladimir kolmogorov	Convergent Tree-Reweighted Message Passing for Energy Minimization
7D0CDD0F	wei hong + carlos guestrin + samuel madden + amol deshpande + joseph m hellerstein	Model-driven data acquisition in sensor networks
7CA05884	robert j ragno + matthew richardson + ewa dominowska	Predicting clicks: estimating the click-through rate for new ads
7E02E27B	aaron p shon + david hsu + christopher j diorio	Learning Spike-Based Correlations and Conditional Probabilities in Silicon
58CD3A6D	matthew t mason	Manipulator Grasping and Pushing Operations
0926D045	james r anderson	The adaptive character of thought: Erlbaum
7E61C671	kenneth zeger + gabor lugosi	Concept learning using complexity regularization
812A5476	david j field	Relations between the statistics of natural images and the response properties of cortical cells
76166982	wolpaw + jochen kaiser + niels birbaumer + boris kotchoubey + andrea kubler	Brain-computer communication: unlocking the locked in.
7D572CD9	martin cooke + daniel p w ellis	The Auditory Organization of Speech and Other Sources in Listeners and Computational Models
759D4416	c c heyde + p hall	Martingale limit theory and its application
7633F2CE	chinh la + minh do	Tree-Based Orthogonal Matching Pursuit Algorithm for Signal Reconstruction
747EC417	yann lecun + j s denker	"Natural Versus ""universal"" Probability, Complexity, And Entropy"
80955E62	alexa t mccray	An upper‐level ontology for the biomedical domain
7C055DE0	hao helen zhang + yi lin	Component selection and smoothing in multivariate nonparametric regression
583693CF	carlos guestrin + mark a paskin	Robust probabilistic inference in distributed systems
81468EE9	judith h langlois + lori a roggman	Attractive Faces Are Only Average
781290AF	baruch awerbuch + robert kleinberg	Adaptive routing with end-to-end feedback: distributed learning and geometric approaches
76E03002	tim bedford + roger m cooke	Vines-a new graphical model for dependent random variables
7FC0A39E	matt deeds + christopher j c burges + nicole hamilton + erin renshaw + greg hullender + ari lazier + tal shaked	Learning to rank using gradient descent
7847BB68	jack warga	Minimizing Certain Convex Functions
75DDB6C0	andrew y ng + sebastian thrun + daphne koller + zoubin ghahramani + yufeng liu + hugh durrantwhyte	Simultaneous Localization and Mapping with Sparse Extended Information Filters
7C7489A7	marco pellegrini	Randomizing combinatorial algorithms for linear programming when the dimension is moderately high
7E36D0F2	guido sanguinetti + magnus rattray + neil d lawrence	A probabilistic dynamical model for quantitative inference of the regulatory mechanism of transcription
8093E6CF	hongjiang zhang + long zhu + rong xiao	Boosting chain learning for object detection
59E88235	klaus obermayer + ralf herbrich + thore graepel	Large margin rank boundaries for ordinal regression
0B9AE014	k k likharev	- Electronics Below 10 nm
80ACCAA1	deepayan chakrabarti + sandeep pandey + deepak agarwal	Multi-armed bandit problems with dependent arms
5B78554C	michael aupetit	Robust topology representing networks
7FE7ACC0	david j field + bruno a olshausen	Emergence of simple-cell receptive field properties by learning a sparse code for natural images
7F13D43A	koji tsuda + kiyoshi asai + taishin kin	Marginalized kernels for biological sequences
7E66DE85	israel nelken + naftali tishby + eric d young + michael j anderson + amir globerson + gal chechik	Group Redundancy Measures Reveal Redundancy Reduction in the Auditory Pathway
78381E6A	michael d bunsey + howard b eichenbaum	Conservation of hippocampal memory function in rats and humans
7C108EF8	tuomas sandholm + andrew gilpin	Finding equilibria in large sequential games of imperfect information
7D174A73	therdsak tangkuampien + d suter	Human Motion De-noising via Greedy Kernel Principal Component Analysis Filtering
784A243C	john k kruschke	ALCOVE: an exemplar-based connectionist model of category learning.
76EF5FB8	takayasu sakurai	Optimization of CMOS arbiter and synchronizer circuits with submicrometer MOSFETs
7D9CE3AC	yang dan + natalia caporale	Spike timing-dependent plasticity: a Hebbian learning rule.
071C6738	domaine de voluceau + hichem sahbi	Scale-Invariance of Support Vector Machines based on the Triangular Kernel
7EFFFADE	matthias krauledat + guido dornhege + benjamin blankertz + gabriel curio + k muller + florian o losch + volker kunzmann	The Berlin brain-computer interface: EEG-based communication without subject training
742D2897	pietro perona + max welling + markus weber	Unsupervised Learning of Models for Recognition
810A689D	arthur gretton + malte j rasch + karsten borgwardt + alexander j smola + bernhard scholkopf + hanspeter kriegel	Integrating structured biological data by Kernel Maximum Mean Discrepancy
78252B47	gina g turrigiano + sacha b nelson	Homeostatic plasticity in the developing nervous system.
0615251D	s m jefferies + james g nagy + john bardsley + robert j plemmons	Blind iterative restoration of images with spatially - varying blur
80A950CC	serge belongie + david j kriegman + pietro perona + lihi zelnikmanor + jongwoo lim + sameer agarwal	Beyond pairwise clustering
5D4ED671	carlos a hurtado + marcelo mendoza + georges dupret + benjamin piwowarski	A statistical model of query log generation
7F5E0A16	vidhya navalpakkam + laurent itti	Modeling the influence of task on attention
80A2F973	geoffrey e hinton + graham w taylor + sam roweis	Modeling human motion using binary latent variables
7FBA3E20	edward h adelson + john y a wang	Representing moving images with layers
02221A2E	chris h q ding + horst d simon + ming gu + xinming he + hongyuan zha	Spectral relaxation models and structure analysis for K-way graph clustering and bi-clustering
5CEB2A64	thorsten joachims	Evaluating Retrieval Performance Using Clickthrough Data
633A16C7	frederic jurie + diane larlus + frank moosmann	Learning Saliency Maps for Object Categorization
76DA1BBF	matthias seeger	Gaussian Processes for Machine Learning
7D646408	volker tresp + kai yu + hanspeter kriegel + mingrui wu + shipeng yu	Supervised probabilistic principal component analysis
7F69B1CA	dharmendra s modha + elias masry	Memory-universal prediction of stationary random processes
77AE6C62	c j stam	Nonlinear dynamical analysis of EEG and MEG: Review of an emerging field
75B38315	bin ma + haizhou li	A phonotactic-semantic paradigm for automatic spoken document classification
7D948DBD	yoav freund + robert e schapire	Adaptive Game Playing Using Multiplicative Weights
76247451	l a rieserdanner + judith h langlois + rita j casey + jean m ritter + lori a roggman + vivian y jenkins	Infant Preferences for Attractive Faces: Rudiments of a Stereotype?.
77ECBA42	eric maskin + jean tirole	A theory of dynamic oligopoly.
5A8F54AD	christopher k i williams + edwin bonilla + felix agakov	Kernel Multi-task Learning using Task-specific Features.
7F8D268F	raymond j mooney + sugato basu + mikhail bilenko	A probabilistic framework for semi-supervised clustering
7DAB800D	andrew n meltzoff	Imitation of televised models by infants.
5A9D35EF	michael kearns + umesh vazirani	An introduction to computational learning theory
5C2A3761	p h muller	Simulation Based Optimal Design
5D4E0BCB	david l donoho + scott shaobing chen	Atomic Decomposition by Basis Pursuit
5C7A4FAA	greg mori + jitendra malik	Estimating Human Body Configurations Using Shape Context Matching
80FDC57A	peter stone + matthew e taylor	Cross-domain transfer for reinforcement learning
75EFC746	paul geladi	Notes on the history and nature of partial least squares (PLS) modelling
7C06C389	johannes kobler + jochen messner + jacobo toran	Optimal proof systems imply complete sets for promise classes
7C5EED07	eivind almaas + stefan wuchty	Peeling the yeast protein network
803C3EB4	bo wen + kwabena boahen	Active bidirectional coupling in a cochlear chip
77653BB1	daniel povey + p c woodland	Large scale discriminative training of hidden Markov models for speech recognition
5CED7319	onno zoeter	Monitoring non-linear and switching dynamical systems
7F1259E3	selin aviyente	A measure of mutual information on the time-frequency plane
806A630A	olivier bousquet + jason weston + bernhard scholkopf + t n lal + dengyong zhou	Learning with Local and Global Consistency
7762EB62	c l tsien + j c fackler	Poor prognosis for existing monitors in the intensive care unit.
7F89D5EB	huitao luo	Optimization design of cascaded classifiers
5BF77A36	kristin p bennett	Combining support vector and mathematical programming methods for classification
7FCAE336	brooke cowan + michael a collins + ivona kucerova	A discriminative model for tree-to-tree translation
8102EBCB	terence tao + justin romberg + emmanuel j candes	Stable Signal Recovery from Incomplete and Inaccurate Measurements
7F49339F	jeanfrancois cardoso	Multidimensional independent component analysis
7EBF3E0A	daryl r kipke + khalil najafi + david j anderson + kensall d wise + jamille f hetke	Wireless implantable microsystems: high-density electronic interfaces to the nervous system
60DF6F2B	cedric bray + jutta willamowski + christopher r dance + lixin fan + gabriella csurka	Visual Categorization with Bags of Keypoints
59C8F794	yousef saad	Iterative Methods for Sparse Linear Systems
5A6A460B	alexander g gray	Nonparametric density estimation: toward computational tractability
7C189395	noel a cressie + timothy r read	Goodness-of-fit statistics for discrete multivariate data
7AAFBD21	terrence j sejnowski + odelia schwartz + peter dayan	Soft Mixer Assignment in a Hierarchical Generative Model of Natural Scene Statistics
7B90E901	hans kristian otnes berge + philipp hafliger	High-Speed Serial AER on FPGA
8156BC3D	kwang in kim + m franz + bernhard scholkopf	Iterative kernel principal component analysis for image modeling
7F501EAC	pietro perona + christof koch + jonathan harel	Graph-Based Visual Saliency
5E7F11FE	avrim blum + shuchi chawla	Learning from Labeled and Unlabeled Data using Graph Mincuts
75FFFEA7	yoav freund + robert e schapire	Large margin classification using the perceptron algorithm
63130928	geoffrey e hinton + zoubin ghahramani	The EM algorithm for mixtures of factor analyzers
78CFED1F	william m boothby	An introduction to differentiable manifolds and Riemannian geometry
7F4EF5D3	michael rabbat + john r treichler + m g larimore + sally l wood	Understanding the topology of a telephone network via internally-sensed network tomography
7EF2F64A	hui zou + saharon rosset + ji zhu + trevor hastie	A Method for Inferring Label Sampling Mechanisms in Semi-Supervised Learning
7FF8C7C5	geoffrey e hinton + ilya sutskever	Learning Multilevel Distributed Representations for High-Dimensional Sequences
7FDD04DF	edward h adelson	Perceptual organization and the judgment of brightness
7ED18BD5	sanmay das	A learning market-maker in the Glosten-Milgrom model
7D9AC8D9	robert nowak + clayton scott	A Neyman-Pearson approach to statistical learning
5BB789F4	j f bonnans	Numerical optimization : theoretical and practical aspects
7D3AC345	susan carey + rebecca saxe + joshua b tenenbaum	Secret Agents Inferences About Hidden Causes by 10- and 12-Month-Old Infants
803A913A	charles elkan + david kauchak + joseph smarr	Sources of Success for Boosted Wrapper Induction
78F6362E	peter grassberger + itamar procaccia	Measuring the strangeness of strange attractors
7CEC0B8F	richard s zemel + miguel a carreiraperpinan + xuming he	Multiscale conditional random fields for image labeling
80CAEEF3	jeffrey mark siskind	A computational study of cross-situational techniques for learning word-to-meaning mappings
7CD060E9	paul m sharp + dg higgins	CLUSTAL - A PACKAGE FOR PERFORMING MULTIPLE SEQUENCE ALIGNMENT ON A MICROCOMPUTER
808285A5	andrei broder	A taxonomy of web search
0C581730	matthew j streeter + daniel golovin + stephen f smith	Restart Schedules for Ensembles of Problem Instances
7F8D2E34	baba c vemuri + bing jian	A robust algorithm for point set registration using mixture of Gaussians
815FC339	m l brown + simon winder + gang hua	Discriminant Embedding for Local Image Descriptors
79DD829B	javier nunez garcia + kwanghyun cho + zoltan kutalik + olaf wolkenhauer	Level sets and minimum volume sets of probability density functions
7F8B1C00	xiaojin zhu + john lafferty + zoubin ghahramani	Semi-supervised learning using Gaussian fields and harmonic functions
7F6C5A86	n a smith + jason eisner	Annealing structural bias in multilingual weighted grammar induction
783E20F6	george john + ron kohavi	Wrappers for feature subset selection
7B940A3F	ad aertsen + j j eggermont + p i m johannesma	Reverse-correlation methods in auditory research
7D1B8CFD	g h bakir + mingrui wu + bernhard scholkopf	A Direct Method for Building Sparse Kernel Learning Algorithms
8145651C	soumya ray + mark craven	Representing sentence structure in hidden Markov models for information extraction
7F73365E	s sandeep pradhan + kannan ramchandran	Distributed source coding using syndromes (DISCUS): design and construction
7B35E441	wolfgang polonik	Minimum volume sets and generalized quantile processes
5D0ACDD5	philip m long	Using the Pseudo-Dimension to Analyze Approximation Algorithms for Integer Programming
7E94E7E4	peter l bartlett + alexander j smola	Sparse Greedy Gaussian Process Regression
7E60686D	adam ashenfelter + thomas g dietterich + yaroslav bulatov	Training conditional random fields via gradient tree boosting
7EA2D501	christoph bregler + henning biermann + aaron hertzmann	Recovering non-rigid 3D shape from image streams
7F19D7FD	andrew y ng + jeff michels + ashutosh saxena	High speed obstacle avoidance using monocular vision and reinforcement learning
7FAE139D	jason weston + fabian sinz + ronan collobert + leon bottou	Large Scale Transductive SVMs
7FDD2F02	j van de weijer + christoph schmid + jakob verbeek	Learning Color Names from Real-World Images
7868CB47	jianqing fan + hansgeorg muller + ir ne gijbels	Local Polynomial Modeling and Its Applications
77D10F7F	rajeev agrawal	The Continuum-Armed Bandit Problem
5E28928F	tobias scheffer + ulf brefeld + christoph buscher	Multi-view Discriminative Sequential Learning
6FC31683	ralf koetter + pascal o vontobel	Towards Low-Complexity Linear-Programming Decoding
5DFC1769	kristen grauman + trevor darrell	The Pyramid Match Kernel: Efficient Learning with Sets of Features
7C03E125	marc pollefeys + reinhard koch + luc van gool + maarten vergauwen + kurt cornelis + jan tops + frank verbiest	Visual Modeling with a Hand-Held Camera
7F3E811A	trey smith + reid simmons	Heuristic search value iteration for POMDPs
7BF63E0A	alex graves + jurgen schmidhuber	Framewise phoneme classification with bidirectional LSTM and other neural network architectures
763D77F6	manfred k warmuth + jyrki kivinen	Boosting as entropy projection
7663AA9D	frank jakel + dilan gorur + carl edward rasmussen	A choice model with infinitely many latent features
7C9862B7	claus skaanning jensen + uffe kjaerulff + augustine kong	Blocking Gibbs sampling in very large probabilistic expert systems
7BB83E75	bin yu	Rates of Convergence for Empirical Processes of Stationary Mixing Sequences
784545F8	kenny daniel + andrew w moore + maheshkumar sabhnani + daniel b neill	Detection of emerging space-time clusters
5AEBEBEC	robert e schapire	Theoretical Views of Boosting and Applications
5FCFD897	john shawetaylor + manfred opper + dan cornford + cedric archambeau	Gaussian Process Approximations of Stochastic Differential Equations.
089C5710	d menasce + virgilio almeida	Capacity planning for Web performance: metrics, models, and methods
76155093	s g thompson	Pruning boosted classifiers with a real valued genetic algorithm
811B4A48	pietro perona + rob fergus + li feifei	Learning generative visual models from few training examples: An incremental Bayesian approach tested on 101 object categories
7C048B74	lars kai hansen + kristoffer h madsen + morten morup	Shifted Non-Negative Matrix Factorization
5DB0D821	joaquin quinonerocandela + carl edward rasmussen	A Unifying View of Sparse Approximate Gaussian Process Regression
814CA068	tappen + freeman	Comparison of graph cuts with belief propagation for stereo, using identical MRF parameters
7E3CE900	leslie s smith + alan murray + juan huo + zhijun yang	Adaptation of barn owl localization system with spike timing dependent plasticity
7F24152D	michael j black + s roth	Steerable Random Fields
7346D3DD	thomas p minka	Expectation propagation for approximate Bayesian inference
7A3D33FD	luiz augusto riani costa + ronen basri + davi geiger + david w jacobs	Determining the similarity of deformable shapes
630CDAC4	peter l bartlett + llew mason + marcus frean + jonathan baxter	Boosting Algorithms as Gradient Descent in Function Space
7DA68EFB	gert r lanckriet + laurent el ghaoui + michael i jordan	Robust Novelty Detection with Single-Class MPM
1042BBC3	william s cleveland	The Elements of Graphing Data
7ED253AE	m w collins + nigel duffy	Convolution Kernels for Natural Language
79C93D7D	dan huppert + rinat gepshtein + liat genosar + pavel leiderman	Testing the Three Step Excited State Proton Transfer Model by the Effect of an Excess Proton
7CF2BACA	sacha b nelson + gina g turrigiano + per jesper sjostrom	Rate and timing in cortical synaptic plasticity
7882D250	joseph felsenstein + jeffrey l thorne + hirohisa kishino	Inching toward reality: an improved likelihood model of sequence evolution.
806AB5FE	jesse b hoagg + seth l lacy + dennis s bernstein + r s erwin	First-order-hold sampling of positive real systems and subspace identification of positive real models
80E7F585	soumya ray + mark craven	Supervised versus multiple instance learning: an empirical comparison
76E3A519	harvey f silverman + michael s brandstein	A practical methodology for speech source localization with microphone arrays
0B4F3F96	matthias krauledat + masashi sugiyama + klausrobert muller	Covariate Shift Adaptation by Importance Weighted Cross Validation
7BDCA9DE	aria haghighi + dan klein	Prototype-driven learning for sequence models
7F716968	joshua b tenenbaum	Bayesian modeling of human concept learning
77DBB164	dean p foster	Prediction in the Worst Case
7EF9E712	ruoming jin + gagan agrawal + ge yang	Shared memory parallelization of data mining algorithms: techniques, programming interface, and performance
79C7CDF6	jack l vevea + janellen huttenlocher + larry v hedges	Why do categories affect stimulus judgment?
75991A96	vladimir koltchinskii	Sparsity in penalized empirical risk minimization
8047B2AB	assaf naor + dimitris achlioptas + yuval peres	Rigorous location of phase transitions in hard optimization problems
7E5242BD	michael r lyu + kaizhu huang + haiqin yang + laiwan chan + irwin king	The Minimum Error Minimax Probability Machine
81052849	michael b jones + paul viola	Rapid object detection using a boosted cascade of simple features
7F0961A5	benjamin blankertz + steven lemm + gabriel curio + k muller	Spatio-spectral filters for improving the classification of single trial EEG
79841371	christoph tillmann + hermann ney + stephan vogel	HMM-based word alignment in statistical translation
0ABF8C03	anthony r cassandra	Exact and Approximate Algorithms for Partially Observable Markov Decision Processes
80ABFA75	miroslav dudik + robert e schapire + steven j phillips	Correcting sample selection bias in maximum entropy density estimation
8021EC0E	john ross quinlan	Induction of Decision Trees
0B4EE579	paul bearne + henry kautz + tian sang	Performing Bayesian inference by weighted model counting
75DA9764	f sebastin grassia	Practical parameterization of rotations using the exponential map
7D467EBD	kobbi nissim + sofya raskhodnikova + adam smith	Smooth sensitivity and sampling in private data analysis
803BAA9E	jaeseung jeong	EEG dynamics in patients with Alzheimer's disease.
08629169	barry a cipra	The Ising Model Is NP-Complete
816F13C4	mario a t figueiredo + anil k jain	Simultaneous feature selection and clustering using mixture models
5D65E890	carlos guestrin + andreas krause	A note on the budgeted maximization of submodular functions
7F7609DE	phil buonadonna + david gay + wei hong + joseph m hellerstein + samuel madden	TASK: sensor network in a box
230E4C6D	peter van overschee + bart l r de moor	Subspace identification for linear systems : theory, implementation, applications
7F885F9C	david m mumford + jinggang huang	Statistics of natural images and models
7EAE5F60	takeo kanade + jessica k hodgins + james j kuffner + manfred lau + german cheung + joel chestnutt	Footstep Planning for the Honda ASIMO Humanoid
7AC320A5	jack edmonds	Paths, Trees, and Flowers
775EC588	wojciech matusik + fredo durand + addy ngan	Experimental analysis of BRDF models
7A2BF4AC	stephen e fienberg + eric xing + david m blei + edoardo m airoldi	A latent mixed membership model for relational data
043A4D1E	richard s sutton + b k tanner	Temporal-difference networks with history
